"id","name","Con","Green","Lab","LibDem","Plaid","SNP","UKIP","Win","Second","total_votes","Con_p","Green_p","Lab_p","LibDem_p","Plaid_p","SNP_p","UKIP_p","under18","under40","over40","total_voters","p_older","houses_1996","houses_2013"
"E14000676","Ealing Southall",9387,2007,28147,1550,0,0,1769,"Labour","Conservative",42860,21.7,4.6,65,3.6,0,0,4.1,23678,36323,38979,75302,0.517635653767496,74000,282000
"E14000677","Easington",4478,733,21132,834,0,0,6491,"Labour","UKIP",33668,12.9,2.1,61,2.4,0,0,18.7,17085,23000,42753,65753,0.650206074247563,30000,80000
"E14000678","Devon East",25401,0,5591,3715,0,0,6870,"Conservative","UKIP",41577,46.4,0,10.2,6.8,0,0,12.6,17700,21293,57459,78752,0.729619565217391,63000,229995
"E14000679","East Ham",6311,1299,40563,856,0,0,2622,"Labour","Conservative",51651,12.1,2.5,77.6,1.6,0,0,5,41865,67198,45766,112964,0.405137920045324,58000,230000
"E14000680","Hampshire East",31334,3176,5220,5732,0,0,6187,"Conservative","UKIP",51649,60.7,6.1,10.1,11.1,0,0,12,20747,22496,53354,75850,0.703414634146341,76500,276000
"E14000681","Surrey East",32211,2159,6627,5189,0,0,9553,"Conservative","UKIP",55739,57.4,3.8,11.8,9.2,0,0,17,23127,27592,56632,84224,0.672397416413374,81000,295000
"E14000682","Worthing East & Shoreham",24686,2605,9737,3360,0,0,8267,"Conservative","Labour",48655,49.5,5.2,19.5,6.7,0,0,16.6,20325,24829,52605,77434,0.679352739106852,53000,217000
"E14000683","Yorkshire East",25276,1731,10343,2966,0,0,8955,"Conservative","Labour",49271,50.6,3.5,20.7,5.9,0,0,17.9,18544,21809,60627,82436,0.735443252947741,49500,137264
"E14000684","Eastbourne",20934,1351,4143,20201,0,0,6139,"Conservative","Liberal Democrat",52768,39.6,2.6,7.8,38.2,0,0,11.6,20670,28182,59070,87252,0.677004538577912,51000,175000
"E14000685","Eastleigh",23464,1513,7181,14317,0,0,8783,"Conservative","Liberal Democrat",55258,42.3,2.7,12.9,25.8,0,0,15.8,22962,30594,52484,83078,0.631743662582152,59000,205000
"E14000686","Eddisbury",24167,1624,11193,4289,0,0,5778,"Conservative","Labour",47051,51,3.4,23.6,9.1,0,0,12.2,17665,19181,49033,68214,0.718811387691676,67495,200000
"E14000687","Edmonton",9969,1358,25388,897,0,0,3366,"Labour","Conservative",40978,24.1,3.3,61.4,2.2,0,0,8.1,32537,38553,44502,83055,0.535813617482391,66000,229998
"E14000688","Ellesmere Port & Neston",16041,990,22316,1563,0,0,5594,"Labour","Conservative",46504,34.3,2.1,47.8,3.3,0,0,12,17687,22340,46886,69226,0.677288879900615,53998,143000
"E14000689","Elmet & Rothwell",27978,1261,19488,2640,0,0,6430,"Conservative","Labour",57797,48.4,2.2,33.7,4.6,0,0,11.1,20058,24146,55640,79786,0.697365452585667,57000,175000
"E14000690","Eltham",15700,1275,18393,1308,0,0,6481,"Labour","Conservative",43157,36.4,3,42.6,3,0,0,15,20468,29935,41170,71105,0.579002883060263,73500,250000
"E14000691","Enfield North",19086,1303,20172,1059,0,0,4133,"Labour","Conservative",45753,41.4,2.8,43.7,2.3,0,0,9,27895,33420,43666,77086,0.56645824144462,72000,249995
"E14000692","Enfield Southgate",22624,1690,17871,1518,0,0,2109,"Conservative","Labour",45812,49.4,3.7,39,3.3,0,0,4.6,20492,34294,45165,79459,0.568406347927862,89995,335000
"E14000693","Epping Forest",27027,1782,7962,3448,0,0,9049,"Conservative","UKIP",49268,54.8,3.6,16.1,7,0,0,18.3,20642,27252,49323,76575,0.64411361410382,82800,300000
"E14000694","Epsom & Ewell",33309,2116,8866,5002,0,0,7117,"Conservative","Labour",56410,58.3,3.7,15.5,8.8,0,0,12.5,23746,27866,55203,83069,0.664543933356607,95850,350000
"E14000695","Erewash",20636,1184,17052,1658,0,0,7792,"Conservative","Labour",48322,42.7,2.5,35.3,3.4,0,0,16.1,19585,26832,48513,75345,0.643878160461875,40000,117000
"E14000696","Erith & Thamesmead",11684,941,21209,972,0,0,7368,"Labour","Conservative",42174,27.4,2.2,49.8,2.3,0,0,17.3,31447,39663,44470,84133,0.52856786278868,60000,182000
"E14000697","Esher & Walton",35845,2355,7229,5372,0,0,5551,"Conservative","Labour",56352,62.9,4.1,12.7,9.4,0,0,9.7,27187,27021,56371,83392,0.675976112816577,106000,430000
"E14000698","Exeter",17879,3491,25062,2321,0,0,5075,"Labour","Conservative",53828,33.1,6.5,46.4,4.3,0,0,9.4,19129,44838,45489,90327,0.503603573682288,50350,182000
"E14000699","Fareham",30689,2129,7800,4814,0,0,8427,"Conservative","UKIP",53859,56.1,3.9,14.3,8.8,0,0,15.4,19888,24979,54373,79352,0.68521272305676,65000,210000
"E14000700","Faversham & Mid Kent",24895,1768,7403,3039,0,0,8243,"Conservative","UKIP",45348,54.4,3.9,16.2,6.6,0,0,18,20675,23117,50081,73198,0.684185360255745,64950,216000
"E14000701","Feltham & Heston",14382,1390,25845,1579,0,0,6209,"Labour","Conservative",49405,29.1,2.8,52.3,3.2,0,0,12.6,32122,49212,49139,98351,0.499628880235076,70000,236000
"E14000702","Filton & Bradley Stoke",22920,2257,13082,3581,0,0,7261,"Conservative","Labour",49101,46.7,4.6,26.6,7.3,0,0,14.8,20456,31772,44002,75774,0.580700504130705,53000,190000
"E14000703","Finchley & Golders Green",25835,1357,20173,1662,0,0,1732,"Conservative","Labour",50759,50.9,2.7,39.7,3.3,0,0,3.4,28075,45542,51016,96558,0.52834565753226,100000,435000
"E14000704","Folkestone & Hythe",26323,2956,7939,4882,0,0,12526,"Conservative","UKIP",54626,47.9,5.4,14.4,8.9,0,0,22.8,22616,27989,63404,91393,0.693751162561684,51500,181000
"E14000705","Forest of Dean",23191,2703,12204,2630,0,0,8792,"Conservative","Labour",49520,46.8,5.5,24.6,5.3,0,0,17.8,16811,19686,50601,70287,0.71991975756541,51875,170000
"E14000706","Fylde",21406,1381,8182,1623,0,0,5569,"Conservative","Labour",38161,49.1,3.2,18.8,3.7,0,0,12.8,15106,18501,48944,67445,0.725687597301505,55000,165000
"E14000707","Gainsborough",25949,1290,10500,3290,0,0,7727,"Conservative","Labour",48756,52.7,2.6,21.3,6.7,0,0,15.7,18349,20802,54106,74908,0.722299353874086,46250,142500
"E14000708","Garston & Halewood",6693,1690,33839,2279,0,0,4482,"Labour","Conservative",48983,13.7,3.5,69.1,4.7,0,0,9.2,19894,27740,50290,78030,0.644495706779444,51250,134995
"E14000709","Gateshead",5502,1548,21549,2585,0,0,6765,"Labour","UKIP",37949,14.5,4.1,56.8,6.8,0,0,17.8,19330,31151,43853,75004,0.584675483974188,37000,117850
"E14000710","Gedling",17321,1534,20307,1906,0,0,6930,"Labour","Conservative",47998,36.1,3.2,42.3,4,0,0,14.4,19363,25586,48617,74203,0.655189143296093,46000,125000
"E14000711","Gillingham & Rainham",22590,1133,12060,1707,0,0,9199,"Conservative","Labour",46689,48,2.4,25.6,3.6,0,0,19.5,22630,30596,47591,78187,0.608681750163071,48000,159000
"E14000712","Gloucester",23827,1485,16586,2828,0,0,7497,"Conservative","Labour",52223,45.3,2.8,31.6,5.4,0,0,14.3,26149,35983,52776,88759,0.59459885758064,45000,145000
