"id","name","Con","Green","Lab","LibDem","Plaid","SNP","UKIP","Win","Second","total_votes","Con_p","Green_p","Lab_p","LibDem_p","Plaid_p","SNP_p","UKIP_p","under18","under40","over40","total_voters","p_older","houses_1996","houses_2013"
"E14000530","Aldershot",23369,2025,8468,4076,0,0,8253,"Conservative","Labour",46191,50.6,4.4,18.3,8.8,0,0,17.9,23368,35196,46657,81853,0.570009651448328,63950,213000
"E14000531","Aldridge-Brownhills",20558,826,8835,1330,0,0,7751,"Conservative","Labour",39300,52,2.1,22.4,3.4,0,0,19.6,15443,18731,43055,61786,0.69684070825106,58000,155000
"E14000532","Altrincham & Sale West",26771,1983,13481,4235,0,0,4047,"Conservative","Labour",50517,53,3.9,26.7,8.4,0,0,8,22558,25335,50309,75644,0.665075881761938,74000,236000
"E14000533","Amber Valley",20106,1087,15901,1360,0,0,7263,"Conservative","Labour",45717,44,2.4,34.8,3,0,0,15.9,17411,23467,47801,71268,0.670721782567211,37145,120000
"E14000534","Arundel & South Downs",34331,3606,6324,4062,0,0,8154,"Conservative","UKIP",56477,60.8,6.4,11.2,7.2,0,0,14.4,19196,19005,59917,78922,0.759192620562074,81000,299998
"E14000535","Ashfield",10628,0,19448,7030,0,0,10150,"Labour","Conservative",47256,22.4,0,41,14.8,0,0,21.4,21781,27722,53843,81565,0.660123827622142,37000,105000
"E14000536","Ashford",30094,2467,10580,3433,0,0,10798,"Conservative","UKIP",57372,52.5,4.3,18.4,6,0,0,18.8,27382,30881,58283,89164,0.653660670225652,59125,195000
"E14000537","Ashton-under-Lyne",8610,1531,19366,943,0,0,8468,"Labour","Conservative",38918,22.1,3.9,49.8,2.4,0,0,21.8,20326,26665,44104,70769,0.623210727861069,38000,94750
"E14000538","Aylesbury",28083,2135,8391,5885,0,0,10925,"Conservative","UKIP",55419,50.7,3.9,15.1,10.6,0,0,19.7,26383,33715,52485,86200,0.608874709976798,65000,219950
"E14000539","Banbury",30749,2686,12354,3440,0,0,8050,"Conservative","Labour",57279,53,4.6,21.3,5.9,0,0,13.9,27317,34898,57100,91998,0.620665666644927,59000,210000
"E14000540","Barking",7019,879,24826,562,0,0,9554,"Labour","UKIP",42840,16.3,2,57.7,1.3,0,0,22.2,39037,45996,43433,89429,0.485670196468707,57998,180000
"E14000541","Barnsley Central",5485,938,20376,770,0,0,7941,"Labour","UKIP",35510,15,2.6,55.7,2.1,0,0,21.7,18271,25019,44215,69234,0.638631308316723,38000,96750
"E14000542","Barnsley East",5622,0,21079,1213,0,0,9045,"Labour","UKIP",36959,14.6,0,54.7,3.1,0,0,23.5,19690,25692,46866,72558,0.64591085752088,37500,98000
"E14000543","Barrow & Furness",17525,1061,18320,1169,0,0,5070,"Labour","Conservative",43145,40.5,2.5,42.3,2.7,0,0,11.7,17018,21703,48767,70470,0.692024975166738,35000,115000
"E14000544","Basildon & Billericay",22668,0,10186,1636,0,0,8538,"Conservative","Labour",43028,52.7,0,23.7,3.8,0,0,19.8,21375,26098,44532,70630,0.630496955967719,59995,219125
"E14000545","Basingstoke",25769,0,14706,3919,0,0,8290,"Conservative","Labour",52684,48.6,0,27.7,7.4,0,0,15.6,26074,36156,49376,85532,0.577281017630828,60000,210000
"E14000546","Bassetlaw",15122,1006,23965,1331,0,0,7865,"Labour","Conservative",49289,30.7,2,48.6,2.7,0,0,16,21182,26741,56553,83294,0.678956467452638,41000,122000
"E14000547","Bath",17833,5634,6216,14000,0,0,2922,"Conservative","Liberal Democrat",46605,37.8,11.9,13.2,29.7,0,0,6.2,15671,36330,39660,75990,0.521910777733912,64000,250000
"E14000548","Batley & Spen",15769,1232,21826,2396,0,0,9080,"Labour","Conservative",50303,31.2,2.4,43.2,4.7,0,0,18,26359,32568,50548,83116,0.608162086722171,42175,117500
"E14000549","Battersea",26730,1682,18792,2241,0,0,1586,"Conservative","Labour",51031,52.4,3.3,36.8,4.4,0,0,3.1,18589,57462,34380,91842,0.374338537923826,107375,515000
"E14000550","Beaconsfield",33621,2231,6074,3927,0,0,7310,"Conservative","UKIP",53163,63.2,4.2,11.4,7.4,0,0,13.8,21648,23750,55291,79041,0.699523032350299,110000,370000
"E14000551","Beckenham",27955,1878,9484,3378,0,0,6108,"Conservative","Labour",48803,57.3,3.8,19.4,6.9,0,0,12.5,19110,24135,46448,70583,0.658062139608688,92250,330000
"E14000552","Bedford",19625,1412,18528,1958,0,0,4434,"Conservative","Labour",45957,42.6,3.1,40.2,4.2,0,0,9.6,23373,33297,46076,79373,0.58049966613332,46000,162500
"E14000553","Bermondsey & Old Southwark",6051,2023,22146,17657,0,0,3254,"Labour","Liberal Democrat",51131,11.8,3.9,43.1,34.3,0,0,6.3,22669,69501,40968,110469,0.370855172039215,92000,370000
"E14000554","Berwick-upon-Tweed",16603,1488,6042,11689,0,0,4513,"Conservative","Liberal Democrat",40335,41.1,3.7,14.9,28.9,0,0,11.2,13141,16905,45512,62417,0.729160324911482,48500,155000
"E14000555","Bethnal Green & Bow",8070,4906,32387,2395,0,0,3219,"Labour","Conservative",50977,15.2,9.3,61.2,4.5,0,0,6.1,27680,71084,34087,105171,0.324110258531344,74995,330000
"E14000556","Beverley & Holderness",25363,1802,13160,2900,0,0,8794,"Conservative","Labour",52019,48.1,3.4,25,5.5,0,0,16.7,18736,22471,59031,81502,0.724288974503693,53000,142500
"E14000557","Bexhill & Battle",30245,2807,7797,4199,0,0,10170,"Conservative","UKIP",55218,54.8,5.1,14.1,7.6,0,0,18.4,18640,19516,63148,82664,0.763911739088358,60000,225000
"E14000558","Bexleyheath & Crayford",20643,950,11451,1308,0,0,9182,"Conservative","Labour",43534,47.3,2.2,26.2,3,0,0,21,20765,25788,42471,68259,0.62220366545071,69995,220000
"E14000559","Birkenhead",5816,1626,26468,1396,0,0,3838,"Labour","Conservative",39144,14.9,4.2,67.6,3.6,0,0,9.8,20282,25814,42884,68698,0.624239424728522,33780,110000
"E14000560","Birmingham Edgbaston",15812,1371,18518,1184,0,0,4154,"Labour","Conservative",41039,38.3,3.3,44.8,2.9,0,0,10.1,20695,38001,39660,77661,0.510681036813845,52000,163000
"E14000561","Birmingham Erdington",10695,948,15824,965,0,0,6040,"Labour","Conservative",34472,30.8,2.7,45.6,2.8,0,0,17.4,24883,31799,42515,74314,0.572099469817262,42000,109475
"E14000562","Birmingham Hall Green",8329,2200,28147,5459,0,0,2131,"Labour","Conservative",46266,17.7,4.7,59.8,11.6,0,0,4.5,33323,41680,42670,84350,0.505868405453468,46500,160000
"E14000563","Birmingham Hodge Hill",4707,835,28069,2624,0,0,4651,"Labour","Conservative",40886,11.5,2,68.4,6.4,0,0,11.3,42202,42398,40359,82757,0.487680800415675,36500,105000
"E14000564","Birmingham Ladywood",4576,1501,26444,1374,0,0,1805,"Labour","Conservative",35700,12.7,4.2,73.6,3.8,0,0,5,34594,62420,34625,97045,0.356793240249369,31900,117000
"E14000565","Birmingham Northfield",15164,1169,17673,1349,0,0,7106,"Labour","Conservative",42461,35.7,2.8,41.6,3.2,0,0,16.7,25086,30743,46573,77316,0.602372083398003,44500,123500
"E14000566","Birmingham Perry Barr",8869,1330,23697,2001,0,0,5032,"Labour","Conservative",40929,21.5,3.2,57.4,4.8,0,0,12.2,28587,38041,42179,80220,0.525791573173772,41850,115000
"E14000567","Birmingham Selly Oak",13137,2301,21584,2517,0,0,5755,"Labour","Conservative",45294,29,5.1,47.7,5.6,0,0,12.7,21507,41903,41987,83890,0.500500655620455,46500,139500
"E14000568","Birmingham Yardley",5760,698,17129,10534,0,0,6637,"Labour","Liberal Democrat",40758,14,1.7,41.6,25.6,0,0,16.1,29659,34709,44853,79562,0.563749025916895,44000,120000
"E14000569","Bishop Auckland",12799,1545,16307,1723,0,0,7015,"Labour","Conservative",39389,32.5,3.9,41.4,4.4,0,0,17.8,17217,21896,48406,70302,0.68854371141646,40000,110000
"E14000570","Blackburn",12002,0,24762,955,0,0,6280,"Labour","Conservative",43999,27.3,0,56.3,2.2,0,0,14.3,29741,34074,43571,77645,0.561156545817503,33000,95000
"E14000571","Blackley & Broughton",5581,1567,22982,874,0,0,6108,"Labour","UKIP",37112,15,4.2,61.9,2.4,0,0,16.5,31458,41899,41561,83460,0.49797507788162,28500,100000
"E14000572","Blackpool North & Cleveleys",17508,889,14168,948,0,0,5823,"Conservative","Labour",39336,44.4,2.3,36,2.4,0,0,14.8,16149,20754,46575,67329,0.691752439513434,44950,109725
"E14000573","Blackpool South",10963,841,13548,743,0,0,5613,"Labour","Conservative",31708,33.8,2.6,41.8,2.3,0,0,17.3,16809,22143,41647,63790,0.652876626430475,38000,90000
"E14000574","Blaydon",7838,1648,22090,5497,0,0,7863,"Labour","UKIP",44936,17.4,3.7,49.2,12.2,0,0,17.5,17327,22456,48546,71002,0.683727218951579,42000,133973
"E14000575","Blyth Valley",8346,1453,17813,2265,0,0,8584,"Labour","UKIP",38461,21.7,3.8,46.3,5.9,0,0,22.3,16826,21842,43559,65401,0.666029571413281,39500,120000
"E14000576","Bognor Regis & Littlehampton",24185,1942,6508,4240,0,0,10241,"Conservative","UKIP",47116,51.3,4.1,13.8,9,0,0,21.7,18779,25709,56747,82456,0.688209469292714,54000,195000
"E14000577","Bolsover",10764,0,22542,1464,0,0,9228,"Labour","Conservative",43998,24.5,0,51.2,3.3,0,0,21,19324,25148,50882,76030,0.669235827962646,38000,100000
"E14000578","Bolton North East",14164,1103,18541,1236,0,0,8117,"Labour","Conservative",43161,32.8,2.6,43,2.9,0,0,18.8,22092,28716,45546,74262,0.613315019794781,38950,110000
"E14000579","Bolton South East",8289,1200,20555,1072,0,0,9627,"Labour","UKIP",40743,20.3,2.9,50.5,2.6,0,0,23.6,26774,31915,44568,76483,0.582717728122589,34950,81500
"E14000580","Bolton West",19744,0,18943,1947,0,0,7428,"Conservative","Labour",48062,40.6,0,39,4,0,0,15.3,20150,25719,49410,75129,0.657668809647406,45000,125000
"E14000581","Bootle",3639,1501,33619,978,0,0,4915,"Labour","UKIP",44652,8.1,3.3,74.5,2.2,0,0,10.9,21454,28332,48420,76752,0.630863039399625,37000,105995
"E14000582","Boston & Skegness",18981,800,7142,1015,0,0,14645,"Conservative","UKIP",42583,43.8,1.8,16.5,2.3,0,0,33.8,20122,26422,56501,82923,0.681367051360901,41000,125000
"E14000583","Bosworth",22939,0,9354,11951,0,0,9338,"Conservative","Liberal Democrat",53582,42.8,0,17.5,22.3,0,0,17.4,20016,25474,54297,79771,0.680660891802785,47000,150000
"E14000584","Bournemouth East",22060,3263,7448,3752,0,0,7401,"Conservative","Labour",43924,49.2,7.3,16.6,8.4,0,0,16.5,20251,35772,49459,85231,0.580293555161854,52000,202000
"E14000585","Bournemouth West",20155,3107,7386,3281,0,0,7745,"Conservative","UKIP",41674,48.2,7.4,17.7,7.9,0,0,18.5,16859,37808,46413,84221,0.551085833699434,53900,190000
"E14000586","Bracknell",29606,2202,8956,3983,0,0,8339,"Conservative","Labour",53086,55.8,4.1,16.9,7.5,0,0,15.7,25330,32708,50249,82957,0.605723447087045,69950,245500
"E14000587","Bradford East",4682,871,19312,12228,0,0,4103,"Labour","Liberal Democrat",41196,11.3,2.1,46.6,29.5,0,0,9.9,35253,38717,41651,80368,0.518253533744774,35000,91250
"E14000588","Bradford South",9878,1243,16328,1094,0,0,9057,"Labour","Conservative",37600,26.3,3.3,43.4,2.9,0,0,24.1,26799,30718,44910,75628,0.593827682868779,39000,103000
"E14000589","Bradford West",6160,1085,19977,1173,0,0,3140,"Labour","Conservative",31535,15.3,2.7,49.6,2.9,0,0,7.8,33972,44335,37578,81913,0.458755020570605,37000,105000
"E14000590","Braintree",27071,1564,9296,2488,0,0,9461,"Conservative","UKIP",49880,53.8,3.1,18.5,4.9,0,0,18.8,21662,26020,51573,77593,0.664660471949789,58000,192500
"E14000591","Brent Central",9567,1912,29216,3937,0,0,1850,"Labour","Conservative",46482,20.3,4.1,62.1,8.4,0,0,3.9,34031,55153,51850,107003,0.484565853293833,72000,320000
"E14000592","Brent North",17517,1539,28351,2607,0,0,2024,"Labour","Conservative",52038,33.5,2.9,54.3,5,0,0,3.9,29641,49142,52546,101688,0.516737471481394,80000,288000
"E14000593","Brentford & Isleworth",24631,2120,25096,2305,0,0,3203,"Labour","Conservative",57355,42.9,3.7,43.8,4,0,0,5.6,28322,52637,50975,103612,0.491979693471799,87725,350000
"E14000594","Brentwood & Ongar",30534,1397,6492,4577,0,0,8724,"Conservative","UKIP",51724,58.8,2.7,12.5,8.8,0,0,16.8,19349,23754,50927,74681,0.681927130059855,77000,280000
"E14000595","Bridgwater & Somerset West",25020,2636,9589,6765,0,0,10437,"Conservative","UKIP",54447,46,4.8,17.6,12.4,0,0,19.2,21307,25894,61296,87190,0.703016400963413,49000,165000
"E14000596","Brigg & Goole",22946,915,11770,764,0,0,6694,"Conservative","Labour",43089,53,2.1,27.2,1.8,0,0,15.5,17341,21563,48626,70189,0.692786618985881,41950,124950
"E14000597","Brighton Kemptown",18428,3187,17738,1365,0,0,4446,"Conservative","Labour",45164,40.7,7,39.2,3,0,0,9.8,17239,32181,43777,75958,0.576331656968325,54975,235000
"E14000598","Brighton Pavilion",12448,22871,14904,1525,0,0,2724,"Green Party","Labour",54472,22.8,41.8,27.3,2.8,0,0,5,18336,48112,40286,88398,0.455734292631055,53000,250000
"E14000599","Bristol East",14168,3827,18148,2689,0,0,7152,"Labour","Conservative",45984,30.7,8.3,39.3,5.8,0,0,15.5,21043,33530,42211,75741,0.55730713880197,43000,153500
"E14000600","Bristol North West",22767,2952,17823,3214,0,0,4889,"Conservative","Labour",51645,43.9,5.7,34.4,6.2,0,0,9.4,22938,33146,46038,79184,0.581405334410992,57000,194000
"E14000601","Bristol South",12377,5861,19505,4416,0,0,8381,"Labour","Conservative",50540,24.3,11.5,38.4,8.7,0,0,16.5,24044,38875,46381,85256,0.544020362203247,42500,170000
"E14000602","Bristol West",9752,17227,22900,12103,0,0,1940,"Labour","Green Party",63922,15.2,26.8,35.7,18.8,0,0,3,22516,69773,36997,106770,0.346511192282476,58000,210000
"E14000603","Broadland",26808,2252,9970,5178,0,0,8881,"Conservative","Labour",53089,50.5,4.2,18.8,9.8,0,0,16.7,18497,20989,56514,77503,0.729184676722191,55000,185000
"E14000604","Bromley & Chislehurst",23343,1823,9779,2836,0,0,6285,"Conservative","Labour",44066,53,4.1,22.2,6.4,0,0,14.3,20900,26839,43255,70094,0.617099894427483,79500,282000
"E14000605","Bromsgrove",28133,1729,11604,2616,0,0,8163,"Conservative","Labour",52245,53.8,3.3,22.2,5,0,0,15.6,19096,22541,53107,75648,0.702027813028765,71000,205000
"E14000606","Broxbourne",25797,1216,8470,1467,0,0,9074,"Conservative","UKIP",46024,56.1,2.6,18.4,3.2,0,0,19.7,22483,28257,49476,77733,0.636486434332909,71500,240000
"E14000607","Broxtowe",24163,1544,19876,2120,0,0,5674,"Conservative","Labour",53377,45.2,2.9,37.2,4,0,0,10.6,18628,27623,50256,77879,0.645308748186289,48000,140000
"E14000608","Buckingham",34617,7400,0,0,0,0,11675,"Conservative","UKIP",53692,64.5,13.8,0,0,0,0,21.7,21786,22272,55644,77916,0.714153703988911,85000,274995
"E14000609","Burnley",5374,850,14951,11707,0,0,6864,"Labour","Liberal Democrat",39746,13.5,2.1,37.6,29.5,0,0,17.3,19457,25134,42303,67437,0.627296587926509,32000,73000
"E14000610","Burton",24736,1224,13484,1232,0,0,8658,"Conservative","Labour",49334,50.1,2.5,27.3,2.5,0,0,17.5,22747,29977,51217,81194,0.630797842205089,42500,135000
"E14000611","Bury North",18970,1141,18592,932,0,0,5595,"Conservative","Labour",45230,41.9,2.5,41.1,2.1,0,0,12.4,19600,24210,44208,68418,0.646145751118127,43500,121500
"E14000612","Bury South",16350,1434,21272,1690,0,0,6299,"Labour","Conservative",47045,34.6,3,45.1,3.6,0,0,13.3,22759,28003,47747,75750,0.630323432343234,45000,125000
"E14000613","Bury St Edmunds",31815,4692,10514,3581,0,0,8739,"Conservative","Labour",59341,53.6,7.9,17.7,6,0,0,14.7,23424,30568,60866,91434,0.665682350110462,54500,181750
"E14000614","Calder Valley",23354,2090,18927,2666,0,0,5950,"Conservative","Labour",52987,43.6,3.9,35.4,5,0,0,11.1,21479,25572,56612,82184,0.688844543950161,46500,130000
"E14000615","Camberwell & Peckham",6790,5187,32614,2580,0,0,2413,"Labour","Conservative",49584,13.2,10.1,63.3,5,0,0,4.7,29953,52744,45517,98261,0.463225491293596,71500,305000
"E14000616","Camborne & Redruth",18452,2608,11448,5687,0,0,6776,"Conservative","Labour",44971,40.2,5.7,25,12.4,0,0,14.8,17459,22221,47242,69463,0.68010307645797,42000,160000
"E14000617","Cambridge",8117,4109,18646,18047,0,0,2668,"Labour","Liberal Democrat",51587,15.7,7.9,36,34.9,0,0,5.2,19581,56235,41352,97587,0.423744966030311,69000,304995
"E14000618","Cannock Chase",20811,906,15888,1270,0,0,8224,"Conservative","Labour",47099,44.2,1.9,33.7,2.7,0,0,17.5,20599,27742,49778,77520,0.642131062951496,44950,125000
"E14000619","Canterbury",22918,3746,13120,6227,0,0,7289,"Conservative","Labour",53300,42.9,7,24.5,11.6,0,0,13.6,19986,41764,50690,92454,0.548272654509269,58000,222111
"E14000620","Carlisle",18873,1125,16099,1087,0,0,5277,"Conservative","Labour",42461,44.3,2.6,37.8,2.6,0,0,12.4,16899,25384,44002,69386,0.6341625111694,42375,115250
"E14000621","Carshalton & Wallington",15093,1492,7150,16603,0,0,7049,"Liberal Democrat","Conservative",47387,31.7,3.1,15,34.9,0,0,14.8,23485,30057,44526,74583,0.596999316198061,74500,245850
"E14000622","Castle Point",23112,1076,6283,801,0,0,14178,"Conservative","UKIP",45450,50.9,2.4,13.8,1.8,0,0,31.2,16933,21194,50443,71637,0.704147298183899,57000,200000
"E14000623","Devon Central",28436,4866,6985,6643,0,0,7171,"Conservative","UKIP",54101,52.2,8.9,12.8,12.2,0,0,13.2,17377,18821,53747,72568,0.740643258736633,60000,214995
"E14000624","Suffolk Central & Ipswich North",30317,2664,10173,3314,0,0,7459,"Conservative","Labour",53927,56.1,4.9,18.8,6.1,0,0,13.8,21281,21965,55921,77886,0.717985260508949,60000,192000
"E14000625","Charnwood",28384,0,11453,3605,0,0,8330,"Conservative","Labour",51772,54.3,0,21.9,6.9,0,0,15.9,19758,24570,52565,77135,0.681467556880793,53500,167250
"E14000626","Chatham & Aylesford",21614,1101,10159,1360,0,0,8581,"Conservative","Labour",42815,50.2,2.6,23.6,3.2,0,0,19.9,23653,31080,45210,76290,0.592607156901298,48000,159000
"E14000627","Cheadle",22889,0,8673,16436,0,0,4423,"Conservative","Liberal Democrat",52421,43.1,0,16.3,31,0,0,8.3,19104,21444,50800,72244,0.703172581806102,65150,200000
"E14000628","Chelmsford",27732,1892,9482,6394,0,0,7652,"Conservative","Labour",53152,51.5,3.5,17.6,11.9,0,0,14.2,22868,33607,50544,84151,0.600634573564188,57000,215250
"E14000629","Chelsea & Fulham",25322,1474,9300,2091,0,0,2039,"Conservative","Labour",40226,62.9,3.7,23.1,5.2,0,0,5.1,18552,43754,42437,86191,0.492359991182374,162000,778750
"E14000630","Cheltenham",24790,2689,3902,18274,0,0,3808,"Conservative","Liberal Democrat",53463,46.1,5,7.3,34,0,0,7.1,20743,35228,49027,84255,0.581888315233517,56995,205000
"E14000631","Chesham & Amersham",31138,2902,6712,4761,0,0,7218,"Conservative","UKIP",52731,59.1,5.5,12.7,9,0,0,13.7,21596,19961,51693,71654,0.721425182125213,117500,375000
"E14000632","Chesterfield",8231,1352,21829,6301,0,0,7523,"Labour","Conservative",45236,18.1,3,47.9,13.8,0,0,16.5,18204,25356,50038,75394,0.663686765525108,40000,125000
"E14000633","Chichester",32953,3742,6933,4865,0,0,8540,"Conservative","UKIP",57033,57.7,6.5,12.1,8.5,0,0,14.9,19525,24889,61531,86420,0.71199953714418,73000,270000
"E14000634","Chingford & Woodford Green",20999,1854,12613,2400,0,0,5644,"Conservative","Labour",43510,47.9,4.2,28.8,5.5,0,0,12.9,19769,26827,43648,70475,0.61934019155729,82000,300000
"E14000635","Chippenham",26354,2330,4561,16278,0,0,5884,"Conservative","Liberal Democrat",55407,47.6,4.2,8.2,29.4,0,0,10.6,21496,24297,51807,76104,0.680739514348786,59000,196995
"E14000636","Chipping Barnet",25759,2501,18103,2381,0,0,4151,"Conservative","Labour",52895,48.6,4.7,34.1,4.5,0,0,7.8,26190,34750,54216,88966,0.60940134433379,95000,369950
"E14000637","Chorley",18792,1111,23322,1354,0,0,6995,"Labour","Conservative",51574,36.3,2.1,45.1,2.6,0,0,13.5,20678,26897,50541,77438,0.652664066737261,45000,145000
"E14000638","Christchurch",28887,2149,4745,3263,0,0,10663,"Conservative","UKIP",49707,58.1,4.3,9.5,6.6,0,0,21.5,13803,15691,55126,70817,0.778428908312976,75000,260000
"E14000639","Cities of London & Westminster",19570,1953,9899,2521,0,0,1894,"Conservative","Labour",35837,54.1,5.4,27.4,7,0,0,5.2,15388,52048,47039,99087,0.474724232240354,154000,795000
"E14000640","Chester, City of",22025,0,22118,2870,0,0,4148,"Labour","Conservative",51161,43.1,0,43.2,5.6,0,0,8.1,17413,30350,46547,76897,0.605316202192543,54995,177000
"E14000641","Durham, City of",10157,2687,21596,5183,0,0,5232,"Labour","Conservative",44855,22.2,5.9,47.3,11.3,0,0,11.4,15818,35479,45383,80862,0.561240137518241,49000,123750
"E14000642","Clacton",16205,1184,6364,812,0,0,19642,"UKIP","Conservative",44207,36.7,2.7,14.4,1.8,0,0,44.4,15268,17017,53553,70570,0.758863539747768,47000,150000
"E14000643","Cleethorpes",21026,1013,13133,1346,0,0,8356,"Conservative","Labour",44874,46.6,2.2,29.1,3,0,0,18.5,18761,22935,51974,74909,0.693828511927806,42950,125000
"E14000644","Colchester",18919,2499,7852,13344,0,0,5870,"Conservative","Liberal Democrat",48484,38.9,5.1,16.2,27.5,0,0,12.1,24717,41042,46803,87845,0.532790710911264,48000,171000
"E14000645","Colne Valley",25246,1919,19868,3407,0,0,5734,"Conservative","Labour",56174,44.4,3.4,35,6,0,0,10.1,24162,29526,56749,86275,0.657768762677485,44500,133200
"E14000646","Congleton",27164,1876,10391,4623,0,0,6922,"Conservative","Labour",50976,53.3,3.7,20.4,9.1,0,0,13.6,17912,20855,53612,74467,0.719943062027475,57500,162000
"E14000647","Copeland",14186,1179,16750,1368,0,0,6148,"Labour","Conservative",39631,35.8,3,42.3,3.5,0,0,15.5,15091,19568,45496,65064,0.699249969261035,44000,122498
"E14000648","Corby",24023,1374,21611,1458,0,0,7708,"Conservative","Labour",56174,42.8,2.4,38.5,2.6,0,0,13.7,26139,31067,56244,87311,0.644180000229066,44000,149995
"E14000649","Coventry North East",9751,1245,22025,2007,0,0,6278,"Labour","Conservative",41306,23.1,2.9,52.2,4.8,0,0,14.9,29338,40428,45501,85929,0.529518556017177,37475,118000
"E14000650","Coventry North West",14048,1961,18557,1810,0,0,7101,"Labour","Conservative",43477,31,4.3,41,4,0,0,15.7,22404,35574,46361,81935,0.565826569841948,42850,130000
"E14000651","Coventry South",15284,1719,18472,1779,0,0,5709,"Labour","Conservative",42963,35,3.9,42.3,4.1,0,0,13.1,21435,45131,43638,88769,0.491590532731021,47000,139950
"E14000652","Crawley",22829,1100,16303,1339,0,0,6979,"Conservative","Labour",48550,47,2.3,33.6,2.8,0,0,14.4,25521,37114,46336,83450,0.555254643499101,59000,205000
"E14000653","Crewe & Nantwich",22445,0,18825,1374,0,0,7252,"Conservative","Labour",49896,45,0,37.7,2.8,0,0,14.5,23188,31067,54246,85313,0.635846822875763,46950,136050
"E14000654","Croydon Central",22753,1454,22588,1152,0,0,4810,"Conservative","Labour",52757,43,2.7,42.7,2.2,0,0,9.1,28934,38816,49305,88121,0.55951475811668,70000,225000
"E14000655","Croydon North",12149,2515,33513,1919,0,0,2899,"Labour","Conservative",52995,22.7,4.7,62.6,3.6,0,0,5.4,37266,48551,54972,103523,0.531012432019938,65000,222000
"E14000656","Croydon South",31448,2154,14308,3448,0,0,6068,"Conservative","Labour",57426,54.5,3.7,24.8,6,0,0,10.5,25428,33899,55581,89480,0.621155565489495,89000,285000
"E14000657","Dagenham & Rainham",10492,806,17830,717,0,0,12850,"Labour","UKIP",42695,24.4,1.9,41.4,1.7,0,0,29.8,27191,32109,45381,77490,0.585636856368564,62500,199995
"E14000658","Darlington",14479,1444,17637,1966,0,0,5392,"Labour","Conservative",40918,35.2,3.5,42.9,4.8,0,0,13.1,19889,25555,45703,71258,0.641373600157175,40500,113725
"E14000659","Dartford",25670,1324,13325,1454,0,0,10434,"Conservative","Labour",52207,49,2.5,25.4,2.8,0,0,19.9,24338,32913,49255,82168,0.599442605393827,59995,205000
"E14000660","Daventry",30550,1829,9491,2352,0,0,8296,"Conservative","Labour",52518,58.2,3.5,18.1,4.5,0,0,15.8,19920,22110,52646,74756,0.70423778693349,59000,192500
"E14000661","Denton & Reddish",9150,1466,19661,957,0,0,7225,"Labour","Conservative",38459,23.7,3.8,50.8,2.5,0,0,18.7,18268,25055,42825,67880,0.630892751915144,41000,114000
"E14000662","Derby North",16402,1618,16361,3832,0,0,6532,"Conservative","Labour",44745,36.7,3.6,36.6,8.6,0,0,14.6,21141,34827,44958,79785,0.563489377702576,41000,132250
"E14000663","Derby South",11179,1208,20007,1717,0,0,6341,"Labour","Conservative",40452,27.4,3,49,4.2,0,0,15.5,28949,37267,45315,82582,0.548727325567315,36000,112500
"E14000664","Derbyshire Dales",24805,2173,10761,3965,0,0,5508,"Conservative","Labour",47212,52.4,4.6,22.7,8.4,0,0,11.6,14479,15778,48673,64451,0.755193868209958,64728,222000
"E14000665","Devizes",28295,2853,6360,3954,0,0,7544,"Conservative","UKIP",49006,57.7,5.8,13,8.1,0,0,15.4,22059,29434,48669,78103,0.62313867585112,70000,225000
"E14000666","Dewsbury",20955,1366,22406,1924,0,0,6649,"Labour","Conservative",53300,39.1,2.5,41.8,3.6,0,0,12.4,26683,32338,52627,84965,0.619396221973754,45995,137950
"E14000667","Don Valley",10736,0,19621,1487,0,0,9963,"Labour","Conservative",41807,25.3,0,46.2,3.5,0,0,23.5,20250,26652,52025,78677,0.661247886930107,43500,120000
"E14000668","Doncaster Central",8386,0,19840,1717,0,0,9747,"Labour","UKIP",39690,20.7,0,49.1,4.2,0,0,24.1,22799,32975,50401,83376,0.604502494722702,38000,110000
"E14000669","Doncaster North",7235,757,20708,1005,0,0,8928,"Labour","UKIP",38633,18.3,1.9,52.4,2.5,0,0,22.6,21927,27152,49441,76593,0.645502852741112,35950,100750
"E14000670","Dover",21737,1295,15443,1572,0,0,10177,"Conservative","Labour",50224,43.3,2.6,30.7,3.1,0,0,20.3,20331,24437,53674,78111,0.687150337340451,47500,160000
"E14000671","Dudley North",11704,517,15885,478,0,0,9113,"Labour","Conservative",37697,30.8,1.4,41.8,1.3,0,0,24,18489,23046,40447,63493,0.637030853794907,45950,120000
"E14000672","Dudley South",16723,970,12453,828,0,0,7236,"Conservative","Labour",38210,43.8,2.5,32.6,2.2,0,0,18.9,17125,21955,41001,62956,0.651264375119131,47625,130000
"E14000673","Dulwich & West Norwood",11650,4844,27772,5055,0,0,1606,"Labour","Conservative",50927,22.7,9.4,54.1,9.8,0,0,3.1,26417,44994,41829,86823,0.481773262845099,80000,344000
"E14000674","Ealing Central & Acton",21728,1841,22002,3106,0,0,1926,"Labour","Conservative",50603,42.7,3.6,43.2,6.1,0,0,3.8,24806,49230,47055,96285,0.488705405826453,97500,417000
"E14000675","Ealing North",14419,1635,26745,1575,0,0,3922,"Labour","Conservative",48296,29.7,3.4,55.1,3.2,0,0,8.1,31032,42684,48707,91391,0.532951822389513,73375,285000
